,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Date_time
2001983,1.308,0.0,246.2,5.2,0.0,0.0,1.0,2010-10-06 23:47:00
2001984,1.252,0.1,245.95,5.0,0.0,0.0,1.0,2010-10-06 23:48:00
2001985,1.228,0.126,244.93,5.0,0.0,0.0,0.0,2010-10-06 23:49:00
2001986,1.226,0.126,244.65,5.0,0.0,0.0,1.0,2010-10-06 23:50:00
2001987,1.224,0.126,244.41,5.0,0.0,0.0,1.0,2010-10-06 23:51:00
2001988,1.334,0.0,244.63,5.4,0.0,0.0,0.0,2010-10-06 23:52:00
2001989,1.338,0.0,245.18,5.4,0.0,0.0,1.0,2010-10-06 23:53:00
2001990,1.332,0.0,245.22,5.4,0.0,0.0,1.0,2010-10-06 23:54:00
2001991,1.324,0.0,244.45,5.4,0.0,0.0,0.0,2010-10-06 23:55:00
2001992,1.322,0.0,244.14,5.4,0.0,0.0,1.0,2010-10-06 23:56:00
2001993,1.318,0.0,243.96,5.4,0.0,0.0,1.0,2010-10-06 23:57:00
2001994,1.322,0.0,244.44,5.4,0.0,0.0,0.0,2010-10-06 23:58:00
2001995,1.318,0.0,244.59,5.4,0.0,0.0,1.0,2010-10-06 23:59:00
2001996,1.318,0.0,244.91,5.4,0.0,0.0,1.0,2010-10-07 00:00:00
2001997,1.32,0.0,245.0,5.4,0.0,0.0,0.0,2010-10-07 00:01:00
2001998,1.314,0.0,244.57,5.4,0.0,0.0,1.0,2010-10-07 00:02:00
2001999,1.316,0.0,244.89,5.4,0.0,0.0,1.0,2010-10-07 00:03:00
2002000,1.316,0.0,244.96,5.4,0.0,0.0,0.0,2010-10-07 00:04:00
2002001,1.27,0.054,245.04,5.2,0.0,0.0,1.0,2010-10-07 00:05:00
2002002,1.228,0.126,245.51,5.0,0.0,0.0,1.0,2010-10-07 00:06:00
2002003,1.224,0.126,245.19,5.0,0.0,0.0,0.0,2010-10-07 00:07:00
2002004,1.222,0.126,244.99,5.0,0.0,0.0,1.0,2010-10-07 00:08:00
2002005,1.222,0.128,244.38,5.0,0.0,0.0,1.0,2010-10-07 00:09:00
2002006,1.212,0.128,242.78,5.0,0.0,0.0,0.0,2010-10-07 00:10:00
2002007,1.208,0.128,242.35,5.0,0.0,0.0,1.0,2010-10-07 00:11:00
2002008,1.212,0.128,242.9,5.0,0.0,0.0,1.0,2010-10-07 00:12:00
2002009,1.216,0.128,243.5,5.0,0.0,0.0,0.0,2010-10-07 00:13:00
2002010,1.212,0.128,243.17,5.0,0.0,0.0,1.0,2010-10-07 00:14:00
2002011,1.226,0.124,243.03,5.0,0.0,0.0,1.0,2010-10-07 00:15:00
2002012,1.292,0.0,243.02,5.2,0.0,0.0,0.0,2010-10-07 00:16:00
2002013,1.286,0.0,242.92,5.2,0.0,0.0,1.0,2010-10-07 00:17:00
2002014,1.286,0.0,242.86,5.2,0.0,0.0,0.0,2010-10-07 00:18:00
2002015,1.286,0.0,243.02,5.2,0.0,0.0,1.0,2010-10-07 00:19:00
2002016,1.286,0.0,242.98,5.2,0.0,0.0,1.0,2010-10-07 00:20:00
2002017,1.284,0.0,243.12,5.2,0.0,0.0,0.0,2010-10-07 00:21:00
2002018,1.344,0.0,242.82,5.6,0.0,0.0,1.0,2010-10-07 00:22:00
2002019,1.388,0.112,243.02,5.6,0.0,0.0,1.0,2010-10-07 00:23:00
2002020,1.33,0.0,243.18,5.4,0.0,0.0,0.0,2010-10-07 00:24:00
2002021,1.77,0.21,242.87,7.4,0.0,0.0,8.0,2010-10-07 00:25:00
2002022,1.932,0.268,242.33,8.0,0.0,0.0,11.0,2010-10-07 00:26:00
2002023,1.96,0.266,242.12,8.2,0.0,0.0,11.0,2010-10-07 00:27:00
2002024,1.972,0.264,241.93,8.2,0.0,0.0,12.0,2010-10-07 00:28:00
2002025,1.974,0.26,241.56,8.2,0.0,0.0,12.0,2010-10-07 00:29:00
2002026,1.522,0.09,242.1,6.4,0.0,0.0,6.0,2010-10-07 00:30:00
2002027,1.298,0.0,242.68,5.2,0.0,0.0,1.0,2010-10-07 00:31:00
2002028,1.3,0.0,242.6,5.4,0.0,0.0,0.0,2010-10-07 00:32:00
2002029,1.298,0.0,242.6,5.2,0.0,0.0,1.0,2010-10-07 00:33:00
2002030,1.296,0.0,242.28,5.2,0.0,0.0,0.0,2010-10-07 00:34:00
2002031,1.298,0.0,242.76,5.2,0.0,0.0,1.0,2010-10-07 00:35:00
2002032,1.212,0.128,243.19,5.0,0.0,0.0,1.0,2010-10-07 00:36:00
2002033,1.186,0.12,243.2,4.8,0.0,0.0,0.0,2010-10-07 00:37:00
2002034,0.664,0.076,243.73,2.8,0.0,0.0,1.0,2010-10-07 00:38:00
2002035,0.774,0.08,243.64,3.2,0.0,0.0,1.0,2010-10-07 00:39:00
2002036,0.766,0.08,242.27,3.2,0.0,0.0,0.0,2010-10-07 00:40:00
2002037,0.632,0.078,241.41,2.6,0.0,0.0,1.0,2010-10-07 00:41:00
2002038,0.586,0.074,241.7,2.4,0.0,0.0,1.0,2010-10-07 00:42:00
2002039,0.578,0.07,241.57,2.4,0.0,0.0,0.0,2010-10-07 00:43:00
2002040,0.266,0.064,242.44,1.2,0.0,0.0,1.0,2010-10-07 00:44:00
2002041,0.266,0.062,243.04,1.2,0.0,0.0,1.0,2010-10-07 00:45:00
2002042,0.264,0.062,243.04,1.2,0.0,0.0,0.0,2010-10-07 00:46:00
2002043,0.262,0.062,242.95,1.2,0.0,0.0,1.0,2010-10-07 00:47:00
2002044,0.262,0.062,243.14,1.2,0.0,0.0,1.0,2010-10-07 00:48:00
2002045,0.268,0.062,242.99,1.2,0.0,0.0,0.0,2010-10-07 00:49:00
2002046,0.276,0.062,242.9,1.2,0.0,0.0,1.0,2010-10-07 00:50:00
2002047,0.274,0.062,243.25,1.2,0.0,0.0,1.0,2010-10-07 00:51:00
2002048,0.338,0.0,242.89,1.6,0.0,0.0,0.0,2010-10-07 00:52:00
2002049,0.458,0.16,241.87,2.0,0.0,0.0,1.0,2010-10-07 00:53:00
2002050,0.458,0.172,241.64,2.0,0.0,0.0,1.0,2010-10-07 00:54:00
2002051,0.454,0.172,241.83,2.0,0.0,0.0,0.0,2010-10-07 00:55:00
2002052,0.45,0.168,240.98,2.0,0.0,0.0,1.0,2010-10-07 00:56:00
2002053,0.446,0.17,241.41,2.0,0.0,0.0,0.0,2010-10-07 00:57:00
2002054,0.444,0.17,241.55,2.0,0.0,0.0,1.0,2010-10-07 00:58:00
2002055,0.44,0.168,241.14,2.0,0.0,0.0,1.0,2010-10-07 00:59:00
2002056,0.418,0.14,240.99,1.8,0.0,0.0,0.0,2010-10-07 01:00:00
2002057,0.366,0.066,241.14,1.6,0.0,0.0,1.0,2010-10-07 01:01:00
2002058,0.366,0.066,241.44,1.6,0.0,0.0,1.0,2010-10-07 01:02:00
2002059,0.368,0.068,241.75,1.6,0.0,0.0,0.0,2010-10-07 01:03:00
2002060,0.368,0.068,242.28,1.6,0.0,0.0,1.0,2010-10-07 01:04:00
2002061,0.368,0.068,242.23,1.6,0.0,0.0,1.0,2010-10-07 01:05:00
2002062,0.314,0.0,242.55,1.4,0.0,0.0,0.0,2010-10-07 01:06:00
2002063,0.274,0.066,242.15,1.2,0.0,0.0,1.0,2010-10-07 01:07:00
2002064,0.274,0.064,242.21,1.2,0.0,0.0,1.0,2010-10-07 01:08:00
2002065,0.274,0.064,242.21,1.2,0.0,0.0,0.0,2010-10-07 01:09:00
2002066,0.274,0.064,242.2,1.2,0.0,0.0,1.0,2010-10-07 01:10:00
2002067,0.272,0.064,241.99,1.2,0.0,0.0,0.0,2010-10-07 01:11:00
2002068,0.272,0.066,241.67,1.2,0.0,0.0,1.0,2010-10-07 01:12:00
2002069,0.308,0.0,241.27,1.4,0.0,0.0,1.0,2010-10-07 01:13:00
2002070,0.356,0.056,241.68,1.4,0.0,1.0,0.0,2010-10-07 01:14:00
2002071,0.358,0.056,241.6,1.6,0.0,1.0,1.0,2010-10-07 01:15:00
2002072,0.356,0.056,241.81,1.4,0.0,1.0,1.0,2010-10-07 01:16:00
2002073,0.356,0.056,242.23,1.4,0.0,2.0,0.0,2010-10-07 01:17:00
2002074,0.356,0.056,241.75,1.4,0.0,1.0,1.0,2010-10-07 01:18:00
2002075,0.356,0.054,241.23,1.4,0.0,1.0,1.0,2010-10-07 01:19:00
2002076,0.358,0.056,241.99,1.4,0.0,2.0,0.0,2010-10-07 01:20:00
2002077,0.358,0.056,242.04,1.4,0.0,1.0,1.0,2010-10-07 01:21:00
2002078,0.356,0.056,241.6,1.4,0.0,2.0,1.0,2010-10-07 01:22:00
2002079,0.432,0.134,241.55,2.0,0.0,1.0,0.0,2010-10-07 01:23:00
2002080,0.46,0.188,241.24,2.0,0.0,1.0,1.0,2010-10-07 01:24:00
2002081,0.458,0.192,242.0,2.0,0.0,2.0,1.0,2010-10-07 01:25:00
2002082,0.456,0.19,241.92,2.0,0.0,1.0,0.0,2010-10-07 01:26:00
2002083,0.452,0.19,241.87,2.0,0.0,2.0,1.0,2010-10-07 01:27:00
2002084,0.452,0.192,242.23,2.0,0.0,1.0,0.0,2010-10-07 01:28:00
2002085,0.538,0.292,242.73,2.6,0.0,1.0,1.0,2010-10-07 01:29:00
2002086,0.526,0.3,242.65,2.4,0.0,2.0,1.0,2010-10-07 01:30:00
2002087,0.524,0.298,242.19,2.4,0.0,1.0,0.0,2010-10-07 01:31:00
2002088,0.52,0.294,241.93,2.4,0.0,1.0,1.0,2010-10-07 01:32:00
2002089,0.516,0.296,242.03,2.4,0.0,2.0,1.0,2010-10-07 01:33:00
2002090,0.514,0.296,242.0,2.4,0.0,1.0,0.0,2010-10-07 01:34:00
2002091,0.512,0.298,242.48,2.4,0.0,1.0,1.0,2010-10-07 01:35:00
2002092,0.472,0.242,242.69,2.2,0.0,2.0,1.0,2010-10-07 01:36:00
2002093,0.37,0.094,242.7,1.6,0.0,1.0,0.0,2010-10-07 01:37:00
2002094,0.346,0.058,242.85,1.4,0.0,1.0,1.0,2010-10-07 01:38:00
2002095,0.344,0.058,242.8,1.4,0.0,1.0,1.0,2010-10-07 01:39:00
2002096,0.344,0.058,242.84,1.4,0.0,2.0,0.0,2010-10-07 01:40:00
2002097,0.344,0.058,242.71,1.4,0.0,1.0,1.0,2010-10-07 01:41:00
2002098,0.344,0.058,243.39,1.4,0.0,1.0,1.0,2010-10-07 01:42:00
2002099,0.346,0.06,243.86,1.4,0.0,1.0,0.0,2010-10-07 01:43:00
2002100,0.346,0.06,243.66,1.4,0.0,2.0,1.0,2010-10-07 01:44:00
2002101,0.344,0.06,243.67,1.4,0.0,1.0,1.0,2010-10-07 01:45:00
2002102,0.344,0.058,243.42,1.4,0.0,1.0,0.0,2010-10-07 01:46:00
2002103,0.344,0.058,243.32,1.4,0.0,1.0,1.0,2010-10-07 01:47:00
2002104,0.344,0.06,243.59,1.4,0.0,2.0,0.0,2010-10-07 01:48:00
2002105,0.342,0.058,242.81,1.4,0.0,1.0,1.0,2010-10-07 01:49:00
2002106,0.34,0.056,241.98,1.4,0.0,1.0,1.0,2010-10-07 01:50:00
2002107,0.34,0.056,242.23,1.4,0.0,1.0,0.0,2010-10-07 01:51:00
2002108,0.34,0.056,242.64,1.4,0.0,1.0,1.0,2010-10-07 01:52:00
2002109,0.402,0.12,242.84,1.8,0.0,1.0,1.0,2010-10-07 01:53:00
2002110,0.448,0.192,242.71,2.0,0.0,2.0,0.0,2010-10-07 01:54:00
2002111,0.446,0.194,243.02,2.0,0.0,1.0,1.0,2010-10-07 01:55:00
2002112,0.442,0.194,243.01,2.0,0.0,1.0,1.0,2010-10-07 01:56:00
2002113,0.442,0.196,243.48,2.0,0.0,1.0,0.0,2010-10-07 01:57:00
2002114,0.44,0.196,243.28,2.0,0.0,1.0,1.0,2010-10-07 01:58:00
2002115,0.438,0.196,243.48,2.0,0.0,2.0,1.0,2010-10-07 01:59:00
2002116,0.436,0.194,242.91,2.0,0.0,1.0,0.0,2010-10-07 02:00:00
2002117,0.436,0.196,243.31,2.0,0.0,1.0,1.0,2010-10-07 02:01:00
2002118,0.438,0.198,243.88,2.0,0.0,1.0,1.0,2010-10-07 02:02:00
2002119,0.438,0.198,244.13,2.0,0.0,1.0,0.0,2010-10-07 02:03:00
2002120,0.438,0.2,244.42,2.0,0.0,2.0,1.0,2010-10-07 02:04:00
2002121,0.478,0.232,243.51,2.2,0.0,1.0,1.0,2010-10-07 02:05:00
2002122,1.03,0.494,242.79,4.8,0.0,1.0,9.0,2010-10-07 02:06:00
2002123,1.052,0.43,243.06,4.6,0.0,1.0,11.0,2010-10-07 02:07:00
2002124,1.016,0.306,242.73,4.4,0.0,0.0,11.0,2010-10-07 02:08:00
2002125,1.024,0.298,242.48,4.4,0.0,0.0,12.0,2010-10-07 02:09:00
2002126,1.03,0.296,242.36,4.4,0.0,0.0,12.0,2010-10-07 02:10:00
2002127,0.412,0.066,243.21,2.0,0.0,0.0,3.0,2010-10-07 02:11:00
2002128,0.344,0.0,243.61,1.4,0.0,0.0,1.0,2010-10-07 02:12:00
2002129,0.334,0.0,244.08,1.4,0.0,0.0,1.0,2010-10-07 02:13:00
2002130,0.272,0.062,244.27,1.2,0.0,0.0,0.0,2010-10-07 02:14:00
2002131,0.272,0.06,244.53,1.2,0.0,0.0,1.0,2010-10-07 02:15:00
2002132,0.274,0.06,244.82,1.2,0.0,0.0,1.0,2010-10-07 02:16:00
2002133,0.274,0.06,244.74,1.2,0.0,0.0,0.0,2010-10-07 02:17:00
2002134,0.272,0.062,244.18,1.2,0.0,0.0,1.0,2010-10-07 02:18:00
2002135,0.272,0.062,243.78,1.2,0.0,0.0,0.0,2010-10-07 02:19:00
2002136,0.272,0.064,243.23,1.2,0.0,0.0,1.0,2010-10-07 02:20:00
2002137,0.27,0.062,243.39,1.2,0.0,0.0,1.0,2010-10-07 02:21:00
2002138,0.27,0.064,243.21,1.2,0.0,0.0,0.0,2010-10-07 02:22:00
2002139,0.302,0.0,243.39,1.4,0.0,0.0,1.0,2010-10-07 02:23:00
2002140,0.384,0.074,244.08,1.6,0.0,0.0,1.0,2010-10-07 02:24:00
2002141,0.382,0.078,245.19,1.6,0.0,0.0,0.0,2010-10-07 02:25:00
2002142,0.378,0.078,245.27,1.6,0.0,0.0,1.0,2010-10-07 02:26:00
2002143,0.376,0.078,244.88,1.6,0.0,0.0,1.0,2010-10-07 02:27:00
2002144,0.372,0.076,244.31,1.6,0.0,0.0,0.0,2010-10-07 02:28:00
2002145,0.37,0.074,244.07,1.6,0.0,0.0,1.0,2010-10-07 02:29:00
2002146,0.37,0.074,243.99,1.6,0.0,0.0,1.0,2010-10-07 02:30:00
2002147,0.368,0.074,243.99,1.6,0.0,0.0,0.0,2010-10-07 02:31:00
2002148,0.368,0.074,244.11,1.6,0.0,0.0,1.0,2010-10-07 02:32:00
2002149,0.368,0.076,244.35,1.6,0.0,0.0,1.0,2010-10-07 02:33:00
2002150,0.368,0.078,245.02,1.6,0.0,0.0,0.0,2010-10-07 02:34:00
2002151,0.366,0.078,245.22,1.6,0.0,0.0,1.0,2010-10-07 02:35:00
2002152,0.344,0.056,244.92,1.4,0.0,0.0,1.0,2010-10-07 02:36:00
2002153,0.258,0.06,244.61,1.0,0.0,0.0,0.0,2010-10-07 02:37:00
2002154,0.248,0.058,244.59,1.0,0.0,0.0,1.0,2010-10-07 02:38:00
2002155,0.248,0.058,244.67,1.0,0.0,0.0,1.0,2010-10-07 02:39:00
2002156,0.248,0.058,244.62,1.0,0.0,0.0,0.0,2010-10-07 02:40:00
2002157,0.248,0.058,244.75,1.0,0.0,0.0,1.0,2010-10-07 02:41:00
2002158,0.306,0.0,244.5,1.4,0.0,0.0,1.0,2010-10-07 02:42:00
2002159,0.324,0.046,243.94,1.2,0.0,0.0,0.0,2010-10-07 02:43:00
2002160,0.324,0.0,243.36,1.4,0.0,0.0,1.0,2010-10-07 02:44:00
2002161,0.322,0.0,242.42,1.2,0.0,0.0,1.0,2010-10-07 02:45:00
2002162,0.32,0.0,241.96,1.2,0.0,0.0,0.0,2010-10-07 02:46:00
2002163,0.318,0.0,241.79,1.2,0.0,0.0,1.0,2010-10-07 02:47:00
2002164,0.316,0.0,241.74,1.2,0.0,0.0,1.0,2010-10-07 02:48:00
2002165,0.316,0.0,241.45,1.2,0.0,0.0,0.0,2010-10-07 02:49:00
2002166,0.28,0.0,241.16,1.2,0.0,0.0,1.0,2010-10-07 02:50:00
2002167,0.244,0.06,242.04,1.0,0.0,0.0,0.0,2010-10-07 02:51:00
2002168,0.244,0.06,242.31,1.0,0.0,0.0,1.0,2010-10-07 02:52:00
2002169,0.244,0.06,242.71,1.0,0.0,0.0,1.0,2010-10-07 02:53:00
2002170,0.366,0.072,242.06,1.6,0.0,0.0,0.0,2010-10-07 02:54:00
2002171,0.35,0.07,241.95,1.4,0.0,0.0,1.0,2010-10-07 02:55:00
2002172,0.348,0.074,242.65,1.4,0.0,0.0,1.0,2010-10-07 02:56:00
2002173,0.348,0.076,243.2,1.4,0.0,0.0,0.0,2010-10-07 02:57:00
2002174,0.346,0.076,243.55,1.4,0.0,0.0,1.0,2010-10-07 02:58:00
2002175,0.344,0.076,243.38,1.4,0.0,0.0,1.0,2010-10-07 02:59:00
2002176,0.342,0.076,243.3,1.4,0.0,0.0,0.0,2010-10-07 03:00:00
2002177,0.342,0.076,243.06,1.4,0.0,0.0,1.0,2010-10-07 03:01:00
2002178,0.34,0.074,242.77,1.4,0.0,0.0,1.0,2010-10-07 03:02:00
2002179,0.34,0.074,242.93,1.4,0.0,0.0,0.0,2010-10-07 03:03:00
2002180,0.34,0.076,242.99,1.4,0.0,0.0,1.0,2010-10-07 03:04:00
2002181,0.34,0.074,243.11,1.4,0.0,0.0,1.0,2010-10-07 03:05:00
2002182,0.336,0.072,243.28,1.4,0.0,0.0,0.0,2010-10-07 03:06:00
2002183,0.244,0.06,243.27,1.0,0.0,0.0,1.0,2010-10-07 03:07:00
2002184,0.246,0.058,243.49,1.0,0.0,0.0,1.0,2010-10-07 03:08:00
2002185,0.244,0.06,243.32,1.0,0.0,0.0,0.0,2010-10-07 03:09:00
2002186,0.244,0.06,243.28,1.0,0.0,0.0,1.0,2010-10-07 03:10:00
2002187,0.244,0.06,242.71,1.0,0.0,0.0,1.0,2010-10-07 03:11:00
2002188,0.244,0.062,242.06,1.0,0.0,0.0,0.0,2010-10-07 03:12:00
2002189,0.242,0.062,241.86,1.0,0.0,0.0,1.0,2010-10-07 03:13:00
2002190,0.242,0.062,241.61,1.0,0.0,0.0,0.0,2010-10-07 03:14:00
2002191,0.242,0.062,241.71,1.0,0.0,0.0,1.0,2010-10-07 03:15:00
2002192,0.244,0.062,241.99,1.0,0.0,0.0,1.0,2010-10-07 03:16:00
2002193,0.244,0.062,242.39,1.0,0.0,0.0,0.0,2010-10-07 03:17:00
2002194,0.244,0.06,242.54,1.0,0.0,0.0,1.0,2010-10-07 03:18:00
2002195,0.324,0.0,242.18,1.4,0.0,0.0,1.0,2010-10-07 03:19:00
2002196,0.32,0.0,242.01,1.2,0.0,0.0,0.0,2010-10-07 03:20:00
2002197,0.322,0.0,242.29,1.2,0.0,0.0,1.0,2010-10-07 03:21:00
2002198,0.32,0.0,242.21,1.2,0.0,0.0,1.0,2010-10-07 03:22:00
2002199,0.32,0.0,242.59,1.2,0.0,0.0,0.0,2010-10-07 03:23:00
2002200,0.426,0.16,242.41,1.8,0.0,0.0,1.0,2010-10-07 03:24:00
2002201,0.426,0.178,242.37,1.8,0.0,0.0,1.0,2010-10-07 03:25:00
2002202,0.42,0.176,242.07,1.8,0.0,0.0,0.0,2010-10-07 03:26:00
2002203,0.36,0.094,242.17,1.6,0.0,0.0,1.0,2010-10-07 03:27:00
2002204,0.344,0.072,242.2,1.4,0.0,0.0,1.0,2010-10-07 03:28:00
2002205,0.342,0.072,242.17,1.4,0.0,0.0,0.0,2010-10-07 03:29:00
2002206,0.344,0.072,242.35,1.4,0.0,0.0,1.0,2010-10-07 03:30:00
2002207,0.342,0.074,242.44,1.4,0.0,0.0,0.0,2010-10-07 03:31:00
2002208,0.342,0.074,242.85,1.4,0.0,0.0,1.0,2010-10-07 03:32:00
2002209,0.342,0.074,242.6,1.4,0.0,0.0,1.0,2010-10-07 03:33:00
2002210,0.342,0.074,242.6,1.4,0.0,0.0,0.0,2010-10-07 03:34:00
2002211,0.34,0.074,242.33,1.4,0.0,0.0,1.0,2010-10-07 03:35:00
2002212,0.34,0.074,242.66,1.4,0.0,0.0,1.0,2010-10-07 03:36:00
2002213,0.27,0.0,243.19,1.2,0.0,0.0,0.0,2010-10-07 03:37:00
2002214,0.248,0.058,243.82,1.0,0.0,0.0,1.0,2010-10-07 03:38:00
2002215,0.246,0.06,243.28,1.0,0.0,0.0,1.0,2010-10-07 03:39:00
2002216,0.244,0.06,242.16,1.0,0.0,0.0,0.0,2010-10-07 03:40:00
2002217,0.244,0.062,241.7,1.0,0.0,0.0,1.0,2010-10-07 03:41:00
2002218,0.244,0.062,241.52,1.0,0.0,0.0,1.0,2010-10-07 03:42:00
2002219,0.242,0.062,241.5,1.0,0.0,0.0,0.0,2010-10-07 03:43:00
2002220,0.244,0.06,242.35,1.0,0.0,0.0,1.0,2010-10-07 03:44:00
2002221,0.244,0.06,242.6,1.0,0.0,0.0,1.0,2010-10-07 03:45:00
2002222,0.268,0.048,241.85,1.4,0.0,0.0,0.0,2010-10-07 03:46:00
2002223,0.854,0.19,241.12,3.6,0.0,0.0,11.0,2010-10-07 03:47:00
2002224,0.874,0.188,241.02,3.6,0.0,0.0,11.0,2010-10-07 03:48:00
2002225,0.908,0.186,241.01,3.8,0.0,0.0,11.0,2010-10-07 03:49:00
2002226,0.92,0.182,240.86,3.8,0.0,0.0,12.0,2010-10-07 03:50:00
2002227,0.832,0.148,240.86,3.6,0.0,0.0,12.0,2010-10-07 03:51:00
2002228,0.242,0.062,241.08,1.0,0.0,0.0,0.0,2010-10-07 03:52:00
2002229,0.242,0.062,241.43,1.0,0.0,0.0,1.0,2010-10-07 03:53:00
2002230,0.314,0.0,241.43,1.4,0.0,0.0,1.0,2010-10-07 03:54:00
2002231,0.352,0.07,241.25,1.4,0.0,0.0,0.0,2010-10-07 03:55:00
2002232,0.42,0.144,240.94,1.8,0.0,0.0,1.0,2010-10-07 03:56:00
2002233,0.422,0.172,241.0,1.8,0.0,0.0,0.0,2010-10-07 03:57:00
2002234,0.42,0.172,240.86,1.8,0.0,0.0,1.0,2010-10-07 03:58:00
2002235,0.418,0.172,240.73,1.8,0.0,0.0,1.0,2010-10-07 03:59:00
2002236,0.414,0.172,240.74,1.8,0.0,0.0,0.0,2010-10-07 04:00:00
2002237,0.414,0.172,240.77,1.8,0.0,0.0,1.0,2010-10-07 04:01:00
2002238,0.412,0.172,240.86,1.8,0.0,0.0,1.0,2010-10-07 04:02:00
2002239,0.41,0.172,241.06,1.8,0.0,0.0,0.0,2010-10-07 04:03:00
2002240,0.37,0.116,241.23,1.6,0.0,0.0,1.0,2010-10-07 04:04:00
2002241,0.338,0.07,240.95,1.4,0.0,0.0,1.0,2010-10-07 04:05:00
2002242,0.336,0.068,240.3,1.4,0.0,0.0,0.0,2010-10-07 04:06:00
2002243,0.28,0.0,240.36,1.2,0.0,0.0,1.0,2010-10-07 04:07:00
2002244,0.242,0.062,240.58,1.0,0.0,0.0,1.0,2010-10-07 04:08:00
2002245,0.242,0.062,240.61,1.0,0.0,0.0,0.0,2010-10-07 04:09:00
2002246,0.24,0.062,240.9,1.0,0.0,0.0,1.0,2010-10-07 04:10:00
2002247,0.242,0.062,241.33,1.0,0.0,0.0,0.0,2010-10-07 04:11:00
2002248,0.242,0.06,241.72,1.0,0.0,0.0,1.0,2010-10-07 04:12:00
2002249,0.242,0.06,242.11,1.0,0.0,0.0,1.0,2010-10-07 04:13:00
2002250,0.242,0.06,242.1,1.0,0.0,0.0,0.0,2010-10-07 04:14:00
2002251,0.242,0.06,242.14,1.0,0.0,0.0,1.0,2010-10-07 04:15:00
2002252,0.242,0.06,242.11,1.0,0.0,0.0,1.0,2010-10-07 04:16:00
2002253,0.242,0.06,242.09,1.0,0.0,0.0,0.0,2010-10-07 04:17:00
2002254,0.242,0.06,241.87,1.0,0.0,0.0,1.0,2010-10-07 04:18:00
2002255,0.242,0.06,242.26,1.0,0.0,0.0,1.0,2010-10-07 04:19:00
2002256,0.242,0.06,242.3,1.0,0.0,0.0,0.0,2010-10-07 04:20:00
2002257,0.242,0.06,242.29,1.0,0.0,0.0,1.0,2010-10-07 04:21:00
2002258,0.242,0.06,242.17,1.0,0.0,0.0,1.0,2010-10-07 04:22:00
2002259,0.242,0.06,242.6,1.0,0.0,0.0,0.0,2010-10-07 04:23:00
2002260,0.304,0.0,242.09,1.4,0.0,0.0,1.0,2010-10-07 04:24:00
2002261,0.352,0.072,242.25,1.4,0.0,0.0,1.0,2010-10-07 04:25:00
2002262,0.346,0.072,241.99,1.4,0.0,0.0,0.0,2010-10-07 04:26:00
2002263,0.344,0.072,241.99,1.4,0.0,0.0,1.0,2010-10-07 04:27:00
2002264,0.342,0.072,242.14,1.4,0.0,0.0,0.0,2010-10-07 04:28:00
2002265,0.342,0.072,242.41,1.4,0.0,0.0,1.0,2010-10-07 04:29:00
2002266,0.34,0.072,242.06,1.4,0.0,0.0,1.0,2010-10-07 04:30:00
2002267,0.338,0.074,242.42,1.4,0.0,0.0,0.0,2010-10-07 04:31:00
2002268,0.338,0.074,242.35,1.4,0.0,0.0,1.0,2010-10-07 04:32:00
2002269,0.378,0.106,241.96,1.6,0.0,0.0,1.0,2010-10-07 04:33:00
2002270,0.412,0.176,241.93,1.8,0.0,0.0,0.0,2010-10-07 04:34:00
2002271,0.414,0.176,241.81,1.8,0.0,0.0,1.0,2010-10-07 04:35:00
2002272,0.412,0.178,242.2,1.8,0.0,0.0,1.0,2010-10-07 04:36:00
2002273,0.364,0.11,242.22,1.6,0.0,0.0,0.0,2010-10-07 04:37:00
2002274,0.318,0.0,242.87,1.2,0.0,0.0,1.0,2010-10-07 04:38:00
2002275,0.316,0.0,242.83,1.2,0.0,0.0,1.0,2010-10-07 04:39:00
2002276,0.314,0.0,242.4,1.2,0.0,0.0,0.0,2010-10-07 04:40:00
2002277,0.31,0.0,241.94,1.2,0.0,0.0,1.0,2010-10-07 04:41:00
2002278,0.24,0.06,242.07,1.0,0.0,0.0,1.0,2010-10-07 04:42:00
2002279,0.24,0.06,242.05,1.0,0.0,0.0,0.0,2010-10-07 04:43:00
2002280,0.24,0.06,241.72,1.0,0.0,0.0,1.0,2010-10-07 04:44:00
2002281,0.328,0.048,241.46,1.4,0.0,0.0,1.0,2010-10-07 04:45:00
2002282,0.324,0.06,241.73,1.4,0.0,2.0,0.0,2010-10-07 04:46:00
2002283,0.324,0.06,242.0,1.4,0.0,1.0,1.0,2010-10-07 04:47:00
2002284,0.324,0.06,241.8,1.4,0.0,1.0,0.0,2010-10-07 04:48:00
2002285,0.326,0.06,241.74,1.4,0.0,2.0,1.0,2010-10-07 04:49:00
2002286,0.324,0.058,240.92,1.4,0.0,1.0,1.0,2010-10-07 04:50:00
2002287,0.326,0.058,241.31,1.4,0.0,2.0,0.0,2010-10-07 04:51:00
2002288,0.326,0.058,241.47,1.4,0.0,1.0,1.0,2010-10-07 04:52:00
2002289,0.328,0.058,241.53,1.4,0.0,1.0,1.0,2010-10-07 04:53:00
2002290,0.36,0.086,241.57,1.6,0.0,2.0,0.0,2010-10-07 04:54:00
2002291,0.438,0.194,242.13,2.0,0.0,1.0,1.0,2010-10-07 04:55:00
